Author,Name,Format,Price,Rating,Url
Ирина Николаевна Богатая; Наталья Николаевна Хахонова,"Учетно-контрольная и аналитическая среда для бизнеса: возможности и вызовы цифровой экономики. Том 2. (Аспирантура, Бакалавриат, Магистратура). Монография.",текст,790.0,0.0,https://www.litres.ru/book/aliya-hamitovna-kurm/uchetno-kontrolnaya-i-analiticheskaya-sreda-dlya-bizn-68513701/
Иван Громов,"Шумовые эксперименты, подпольные клубы и Булгаков: 100 лет русского джаза",,26.0,0.0,https://www.litres.ru/podcast/ivan-gromov/shumovye-eksperimenty-podpolnye-kluby-i-bulgakov-100-let-russk-68638534/
Н. К. Бонецкая,Третий Завет отца Сергия Булгакова,текст,,0.0,https://www.litres.ru/book/n-k-boneckaya/tretiy-zavet-otca-sergiya-bulgakova-68664489/
Библиотеки Волгодонска,"""Библиоэфир. И поговорим..."" Скандалы в литературе. Тургенев VS Достоевский / Маяковский VS Булгаков",,,0.0,https://www.litres.ru/podcast/biblioteki-volgodons/biblioefir-i-pogovorim-skandaly-v-literature-turgenev-68810126/
Библиотеки Волгодонска,"""Библиоэфир. И поговорим..."" Скандалы в литературе. Тургенев VS Достоевский / Маяковский VS Булгаков",,,0.0,https://www.litres.ru/podcast/biblioteki-volgodons/biblioefir-i-pogovorim-skandaly-v-literature-turgenev-68816017/
Андрей Леонидович Булгаков; Анна Валентиновна Алешина,"Эффективность развития промышленных предприятий. (Аспирантура, Бакалавриат, Магистратура). Монография.",текст,790.0,0.0,https://www.litres.ru/book/andrey-leonidovich-b/effektivnost-razvitiya-promyshlennyh-predpriyatiy-asp-68823810/
И. О. Родин,М. А. Булгаков «Собачье сердце». Биографические сведения. Краткое содержание. История создания повести. Анализ текста. Образы повести. Примеры сочинений,аудиокнига,199.0,1.0,https://www.litres.ru/audiobook/i-o-rodin/m-a-bulgakov-sobache-serdce-biograficheskie-svedeniya-kratkoe-so-68828067/
Светлана Бразукевич; Владимир Круглов,#13 Взросление • М.А. Булгаков • Уэс Андерсон,,,0.0,https://www.litres.ru/podcast/vladimir-kruglov-32442237/13-vzroslenie-m-a-bulgakov-ues-anderson-68877515/
Анастасия Александровна Дегтярева,М. А. Булгаков. Анализ творчества,текст,199.0,0.0,https://www.litres.ru/book/anastasiya-aleksandrovna-degtyareva/m-a-bulgakov-analiz-tvorchestva-68909121/
Андрей Леонидович Булгаков; Арсений Сергеевич Крикунов,Тактики и практики подготовки к ЕГЭ по английскому языку. (Общее образование). Учебно-методическое пособие.,текст,790.0,0.0,https://www.litres.ru/book/andrey-leonidovich-b/taktiki-i-praktiki-podgotovki-k-ege-po-angliyskomu-ya-68982546/
Андрей Леонидович Булгаков; Анна Валентиновна Алешина,Обществознание. 10 класс. Методическое пособие. (Общее образование). Методическое пособие.,текст,899.0,0.0,https://www.litres.ru/book/andrey-leonidovich-b/obschestvoznanie-10-klass-metodicheskoe-posobie-obsch-69159076/
Анастасия Александровна Дегтярева,М. А. Булгаков. Анализ творчества,аудиокнига,199.0,0.0,https://www.litres.ru/audiobook/anastasiya-aleksandrovna-degtyareva/m-a-bulgakov-analiz-tvorchestva-69171358/
Андрей Леонидович Булгаков; Анна Валентиновна Алешина,Обществознание. 11 класс. Рабочая тетрадь к учебнику. (Общее образование). Практическое пособие.,текст,399.0,0.0,https://www.litres.ru/book/andrey-leonidovich-b/obschestvoznanie-11-klass-rabochaya-tetrad-k-uchebnik-69176152/
Андрей Леонидович Булгаков; Анна Валентиновна Алешина,Обществознание. 11 класс. Методическое пособие. (Общее образование). Методическое пособие.,текст,399.0,0.0,https://www.litres.ru/book/andrey-leonidovich-b/obschestvoznanie-11-klass-metodicheskoe-posobie-obsch-69176155/
Благотворительный фонд Даунсайд Ап,"""Знакомство с синдромом Дауна начинается со страха, но страх этот обманчив"" - Денис Булгаков",,,0.0,https://www.litres.ru/podcast/blagotvoritelnyy-fon/znakomstvo-s-sindromom-dauna-nachinaetsya-so-straha-n-69212169/
Василий Стоякин,Гражданская война Михаила Булгакова,текст,400.0,0.0,https://www.litres.ru/book/vasiliy-stoyakin/grazhdanskaya-voyna-mihaila-bulgakova-69230542/
Павел Булгаков,Игрок без номера: remake,аудиокнига,89.0,0.0,https://www.litres.ru/audiobook/pavel-bulgakov-32107838/igrok-bez-nomera-remake-69303064/
Андрей Леонидович Булгаков; Анна Валентиновна Алешина,Обществознание. 10-11 класс. Программа к учебникам. (Общее образование). Методическое пособие.,текст,399.0,0.0,https://www.litres.ru/book/andrey-leonidovich-b/obschestvoznanie-10-11-klass-programma-k-uchebnikam-o-69383005/
Михаил Булгаков,Beyaz muhafız,текст,,0.0,https://www.litres.ru/book/mihail-bulgakov/beyaz-muhafiz-69403252/
Ксения Митина,Разочарование собой и жизнью - чем тут помогут Булгаков и Бакман,,,0.0,https://www.litres.ru/podcast/kseniya-mitina/razocharovanie-soboy-i-zhiznu-chem-tut-pomogut-bulgakov-i-b-69413001/
Татьяна Владимировна Орлова; Игорь Николаевич Усков,"Криминалистическая техника 2-е изд., пер. и доп. Учебник для вузов",текст,,0.0,https://www.litres.ru/book/aleksey-aleksandrovi/kriminalisticheskaya-tehnika-2-e-izd-per-i-dop-uchebn-69501352/
Татьяна Владимировна Орлова; Игорь Николаевич Усков,"Криминалистическая техника 2-е изд., пер. и доп. Учебник для СПО",текст,,0.0,https://www.litres.ru/book/aleksey-aleksandrovi/kriminalisticheskaya-tehnika-2-e-izd-per-i-dop-uchebn-69501541/
Ирина Гуляева; Дмитрий Полковниченко,Основные вопросы эффективной эксплуатации электроэнергетических систем,текст,,0.0,https://www.litres.ru/book/aleksandr-bulgakov-3/osnovnye-voprosy-effektivnoy-ekspluatacii-elektroener-69530911/
Ирина Николаевна Богатая; Наталья Николаевна Хахонова,"Учетно-контрольная и аналитическая среда для бизнеса: возможности и вызовы цифровой экономики. Том 1. (Аспирантура, Бакалавриат, Магистратура). Монография.",текст,790.0,0.0,https://www.litres.ru/book/aliya-hamitovna-kurm/uchetno-kontrolnaya-i-analiticheskaya-sreda-dlya-bizn-69624589/
Музей-усадьба «Ясная Поляна»,Иван Назаров. Михаил Булгаков: «Я должен жениться три раза»,,,0.0,https://www.litres.ru/podcast/muzey-usadba-yasnaya/ivan-nazarov-mihail-bulgakov-ya-dolzhen-zhenitsya-tri-69638989/
Контент-бюро pluton,"Вызов времени. Светлана Горшенина, Олег Булгаков",,,0.0,https://www.litres.ru/podcast/kontent-buro-pluton/vyzov-vremeni-svetlana-gorshenina-oleg-bulgakov-69868366/
Студия Приём,"«Мастер и Маргарита»: кинки-пати у Сатаны, синдром спасателя, Булгаков-маркетолог",,,0.0,https://www.litres.ru/podcast/studiya-priem/master-i-margarita-kinki-pati-u-satany-sindrom-spasatelya-bu-69938800/
Коллектив радио «Маяк»,"Михаил Булгаков, ""Ханский огонь"" (читает Пётр Мансилья-Круз)",,,0.0,https://www.litres.ru/podcast/tvorcheskiy-kollekti/mihail-bulgakov-hanskiy-ogon-chitaet-petr-mansilya-kr-69949671/
Коллектив радио «Маяк»,"Михаил Булгаков ""Мастер и Маргарита"" (читает Алексей Иващенко)",,,0.0,https://www.litres.ru/podcast/tvorcheskiy-kollekti/mihail-bulgakov-master-i-margarita-chitaet-aleksey-iv-69949893/
Коллектив радио «Маяк»,"Михаил Булгаков, отрывки из «Театрального романа»",,,0.0,https://www.litres.ru/podcast/tvorcheskiy-kollektiv-radio/mihail-bulgakov-otryvki-iz-teatralnogo-romana-69949896/
Коллектив радио «Маяк»,"М. Булгаков, ""Мастер и Маргарита"" (читает Юлия Жженова)",,,0.0,https://www.litres.ru/podcast/tvorcheskiy-kollekti/m-bulgakov-master-i-margarita-chitaet-uliya-zhzhenova-69950247/
Коллектив радио «Маяк»,"Михаил Булгаков, ""Вьюга"" (читает Василий Уриевский)",,,0.0,https://www.litres.ru/podcast/tvorcheskiy-kollektiv-radio/mihail-bulgakov-vuga-chitaet-vasiliy-urievskiy-69950337/
Коллектив радио «Маяк»,"М. Булгаков, главы из романа ""Мастер и Маргарита"" (читает Игорь Неведров)",,,0.0,https://www.litres.ru/podcast/tvorcheskiy-kollekti/m-bulgakov-glavy-iz-romana-master-i-margarita-chitaet-69950616/
Михаил Булгаков,Дни Турбиных,аудиокнига,129.0,1.0,https://www.litres.ru/audiobook/mihail-bulgakov/dni-turbinyh-70058290/
Булгаков Михаил,Уста ва Маргарита,текст,,0.0,https://www.litres.ru/book/bulgakov-mihail/usta-va-margarita-70072441/
Булгаков Михаил,Уста ва Маргарита,текст,,0.0,https://www.litres.ru/book/bulgakov-mihail/usta-va-margarita-70072444/
Вадим Гроссман; Наталия Щеглова,"Михаил Булгаков - ""Ханский огонь"". Часть 1",,,0.0,https://www.litres.ru/podcast/vadim-grossman/mihail-bulgakov-hanskiy-ogon-chast-1-70126680/
Вадим Гроссман; Наталия Щеглова,"Михаил Булгаков - ""Ханский огонь"". Часть 2",,,0.0,https://www.litres.ru/podcast/vadim-grossman/mihail-bulgakov-hanskiy-ogon-chast-2-70126731/
Ги Меттан,Запад – Россия: тысячелетняя война. История русофобии от Карла Великого до украинского кризиса,текст,399.0,4.5,https://www.litres.ru/book/gi-mettan/zapad-rossiya-tysyacheletnyaya-voyna-istoriya-rusofobii-ot-karla-68838981/
Юлия Булгакова,Разреши себе чувствовать. Как перестать подавлять себя и обрести подлинную силу,текст,379.0,3.8,https://www.litres.ru/book/uliya-bulgakova/razreshi-sebe-chuvstvovat-kak-perestat-podavlyat-sebya-i-o-67897583/
Александр Булгаков,Руские и Наполеон Бонапарте,текст,,1.0,https://www.litres.ru/book/aleksandr-bulgakov/ruskie-i-napoleon-bonaparte-336732/
Сергей Булгаков,О рынках при капиталистическом производстве. Теоретический этюд,текст,,1.0,https://www.litres.ru/book/sergey-bulgakov/o-rynkah-pri-kapitalisticheskom-proizvodstve-teoreticheski-448785/
Сергей Булгаков,Религия человекобожества у Л. Фейербаха,текст,,0.0,https://www.litres.ru/book/sergey-bulgakov/religiya-chelovekobozhestva-u-l-feyerbaha-550245/
Сергей Булгаков,"История социальных учений в XIX веке : Лекции проф. С.Н. Булгакова, читанные в Моск. коммерческом ин-те",текст,,0.0,https://www.litres.ru/book/sergey-bulgakov/istoriya-socialnyh-ucheniy-v-xix-veke-lekcii-prof-s-n-bulg-558455/
Сергей Булгаков,Основные проблемы теории прогресса,текст,,4.0,https://www.litres.ru/book/sergey-bulgakov/osnovnye-problemy-teorii-progressa-18559076/
Эдмон Гонкур; Жюль Гонкур,Шарль Демайи,текст,,4.0,https://www.litres.ru/book/zhul-gonkur/sharl-demayi-18889125/
Техника речи; Галина Юзефович,"Глава, в которой режиссеры все никак не справятся с «Мастером и Маргаритой», а лучший Булгаков в кино — до сих пор «Иван Васильевич меняет профессию»",,,0.0,https://www.litres.ru/podcast/raznoe-17990223/glava-v-kotoroy-rezhissery-vse-nikak-ne-spravyatsya-s-mast-66383781/
Павел Булгаков,Отель «Хенн»: Original,текст,,0.0,https://www.litres.ru/book/pavel-bulgakov-32107838/otel-henn-original-68031374/
Павел Булгаков,Liar: призрак формальдегида,текст,,0.0,https://www.litres.ru/book/pavel-bulgakov-32107838/oktyabrskiy-marafon-mistiki-i-uzhasov-chast-2-68415310/
Сергей Булгаков,Свет невечерний. Созерцания и умозрения,текст,,1.0,https://www.litres.ru/book/sergey-bulgakov/svet-nevecherniy-sozercaniya-i-umozreniya-539485/
Сергей Булгаков,Два града. Исследования о природе общественных идеалов,текст,,0.0,https://www.litres.ru/book/sergey-bulgakov/dva-grada-issledovaniya-o-prirode-obschestvennyh-idealov-550235/
Сергей Булгаков,Чехов как мыслитель,текст,,0.0,https://www.litres.ru/book/sergey-bulgakov/chehov-kak-myslitel-550265/
Федор Булгаков,Из переписки Марии-Каролины и леди Гамильтон,текст,,0.0,https://www.litres.ru/book/fedor-bulgakov/iz-perepiski-marii-karoliny-i-ledi-gamilton-18622880/
Федор Булгаков,Об измене и казни маршала Нея,текст,,0.0,https://www.litres.ru/book/fedor-bulgakov/ob-izmene-i-kazni-marshala-neya-18792746/
Федор Булгаков,Вольтер – кандидат в кардиналы,текст,,0.0,https://www.litres.ru/book/fedor-bulgakov/volter-kandidat-v-kardinaly-18794075/
Я. Нелитов,Записки остраннённого,текст,,0.0,https://www.litres.ru/book/ya-nelitov/zapiski-ostrannennogo-67066761/
Павел Булгаков,Игрок без номера,текст,,5.0,https://www.litres.ru/book/pavel-bulgakov-32107838/igrok-bez-nomera-67716464/
Армен Захарян,"Топ-10 первых строчек в истории русской литературы | Чехов, Толстой, Булгаков и другие",,,0.0,https://www.litres.ru/podcast/armen-zaharyan/top-10-pervyh-strochek-v-istorii-russkoy-literatury-chehov-68525709/
Павел Булгаков,Liar: pt. 2,текст,,0.0,https://www.litres.ru/book/pavel-bulgakov-32107838/liar-pt-2-68608225/
Сергей Юрьевич Катканов,Размытый след галактики иной,текст,,0.0,https://www.litres.ru/book/sergey-katkanov/razmytyy-sled-galaktiki-inoy-69907375/
Юлия Булгакова,Разреши себе чувствовать. Как перестать подавлять себя и обрести подлинную силу,аудиокнига,549.0,24.0,https://www.litres.ru/audiobook/uliya-bulgakova/razreshi-sebe-chuvstvovat-kak-perestat-podavlyat-sebya-i-o-67902147/
Яков Булгаков,"Российское посольство в Константинополь, 1776 года",текст,,1.0,https://www.litres.ru/book/yakov-bulgakov/rossiyskoe-posolstvo-v-konstantinopol-1776-goda-342662/
Сергей Булгаков,Неотложная задача. О союзе христианской политики,текст,,0.0,https://www.litres.ru/book/sergey-bulgakov/neotlozhnaya-zadacha-o-souze-hristianskoy-politiki-448775/
Федор Булгаков,Художественная энциклопедия. Том 2,текст,,0.0,https://www.litres.ru/book/fedor-bulgakov/hudozhestvennaya-enciklopediya-tom-2-448805/
Сергей Булгаков,Венец терновый : Памяти Ф.М. Достоевского                                                                                                        ,текст,,0.0,https://www.litres.ru/book/sergey-bulgakov/venec-ternovyy-pamyati-f-m-dostoevskogo-550225/
Сергей Булгаков,Судьба Израиля как крест Богоматери,текст,,0.0,https://www.litres.ru/book/sergey-bulgakov/sudba-izrailya-kak-krest-bogomateri-18559090/
Сергей Булгаков,Иван Карамазов как философский тип,текст,,4.3,https://www.litres.ru/book/sergey-bulgakov/ivan-karamazov-kak-filosofskiy-tip-18572208/
Сергей Булгаков,Жребий Пушкина,текст,,0.0,https://www.litres.ru/book/sergey-bulgakov/zhrebiy-pushkina-18572327/
Сергей Булгаков,Простота и опрощение,текст,,5.0,https://www.litres.ru/book/sergey-bulgakov/prostota-i-oproschenie-18576163/
Сергей Булгаков,Природа в философии Вл. Соловьева,текст,,0.0,https://www.litres.ru/book/sergey-bulgakov/priroda-v-filosofii-vl-soloveva-18576380/
Федор Булгаков,Английская Панама в XVII веке,текст,,3.5,https://www.litres.ru/book/fedor-bulgakov/angliyskaya-panama-v-xvii-veke-18604582/
Федор Булгаков,Любовь при господстве гильотины,текст,,0.0,https://www.litres.ru/book/fedor-bulgakov/lubov-pri-gospodstve-gilotiny-18605961/
Федор Булгаков,Из истории взяточничества в Великобритании,текст,,0.0,https://www.litres.ru/book/fedor-bulgakov/iz-istorii-vzyatochnichestva-v-velikobritanii-18606297/
Федор Булгаков,Из воспоминаний придворной дамы о Тюльери 50-х гг.,текст,,0.0,https://www.litres.ru/book/fedor-bulgakov/iz-vospominaniy-pridvornoy-damy-o-tuleri-50-h-18623202/
Федор Булгаков,История подставной жены Мольера,текст,,0.0,https://www.litres.ru/book/fedor-bulgakov/istoriya-podstavnoy-zheny-molera-18792318/
Федор Булгаков,Мать Наполеона I,текст,,1.0,https://www.litres.ru/book/fedor-bulgakov/mat-napoleona-i-18792598/
Федор Булгаков,Финансовая оргия XVIII века,текст,,1.0,https://www.litres.ru/book/fedor-bulgakov/finansovaya-orgiya-xviii-veka-18793054/
Федор Булгаков,Всесветное остроумие,текст,,4.5,https://www.litres.ru/book/fedor-bulgakov/vsesvetnoe-ostroumie-18793326/
Федор Булгаков,Последние дни Людовика XVI,текст,,0.0,https://www.litres.ru/book/fedor-bulgakov/poslednie-dni-ludovika-xvi-18793529/
Федор Булгаков,Всемогущество денег в древнем Риме,текст,,0.0,https://www.litres.ru/book/fedor-bulgakov/vsemoguschestvo-deneg-v-drevnem-rime-18794103/
Федор Булгаков,Второй брак Наполеона I,текст,,0.0,https://www.litres.ru/book/fedor-bulgakov/vtoroy-brak-napoleona-i-18794131/
Виталий Штормовой,Цикл,текст,,5.0,https://www.litres.ru/book/vitaliy-shtormovoy/cikl-41133988/
Малика Саидхакимовна Икрамова,Таська,текст,,1.0,https://www.litres.ru/book/malika-saidhakimovna-ikramova/taska-63069756/
Павел Булгаков,Тишина Петербурга,текст,,0.0,https://www.litres.ru/book/pavel-bulgakov-32107838/oktyabrskiy-marafon-mistiki-i-uzhasov-chast-1-68415304/
Павел Булгаков,Liar: Happy new year,текст,,0.0,https://www.litres.ru/book/pavel-bulgakov-32107838/liar-happy-new-year-68736144/
Михаил Ера,Юродивый,текст,,0.0,https://www.litres.ru/book/mihail-era-32544406/urodivyy-69131896/
balobash,М.А. Булгаков: Стоит ли свеч игра в Бога,,,0.0,https://www.litres.ru/podcast/balobash/m-a-bulgakov-stoit-li-svech-igra-v-boga-69241245/
Павел Булгаков,Игрок без номера: remake,текст,,0.0,https://www.litres.ru/book/pavel-bulgakov-32107838/igrok-bez-nomera-remake-69275602/
Юрий Грымов,Михаил Афанасьевич Булгаков,,,0.0,https://www.litres.ru/podcast/uriy-grymov-19648159/mihail-afanasevich-bulgakov-69768208/
Леонид Радзиховский,"Леонид Радзиховский отвечает на вопросы: Булгаков, Ильф и Петров, Павловский, Сурков, Кашпировский",,,0.0,https://www.litres.ru/podcast/leonid-radzihovskiy/leonid-radzihovskiy-otvechaet-na-voprosy-bulgakov-ilf-69779130/
Студия «Трёшка»,Михаил Булгаков: созависимые отношения и тайный роман | Любовь по классике,,,0.0,https://www.litres.ru/podcast/studiya-treshka/mihail-bulgakov-sozavisimye-otnosheniya-i-taynyy-roman-lub-70012255/
Мариэтта Чудакова,Жизнеописание Михаила Булгакова,текст,499.0,4.4,https://www.litres.ru/book/marietta-chudakova/zhizneopisanie-mihaila-bulgakova-69268276/
Екатерина Брост,Любовь к себе,текст,349.0,4.0,https://www.litres.ru/book/ekaterina-brost/lubov-k-sebe-68609877/
Ги Меттан,Запад – Россия: тысячелетняя война. История русофобии от Карла Великого до украинского кризиса,текст,200.0,4.5,https://www.litres.ru/book/gi-mettan/zapad-rossiya-tysyacheletnyaya-voyna-istoriya-rusofobii-ot-karla-23560810/
Борис Соколов,Три любви Михаила Булгакова,текст,389.0,3.9,https://www.litres.ru/book/boris-vadimovich-sokolov/tri-lubvi-mihaila-bulgakova-7053481/
Мариэтта Чудакова,Жизнеописание Михаила Булгакова,аудиокнига,499.0,1.0,https://www.litres.ru/audiobook/marietta-chudakova/zhizneopisanie-mihaila-bulgakova-69465670/
Борис Соколов,Три любви Михаила Булгакова,аудиокнига,249.0,2.0,https://www.litres.ru/audiobook/boris-vadimovich-sokolov/tri-lubvi-mihaila-bulgakova-68196199/
Анна Сергеевна Одувалова,Ожерелье Лараны,аудиокнига,359.0,3.0,https://www.litres.ru/audiobook/anna-oduvalova/ozherele-larany-69367051/
Оксана Булгакова,Фабрика жестов,текст,399.0,2.0,https://www.litres.ru/book/oksana-bulgakova-8343808/fabrika-zhestov-66699996/
Борис Конофальский,Линкор «Альбион»,аудиокнига,249.0,0.0,https://www.litres.ru/audiobook/boris-konofalskiy/linkor-albion-69868021/
Дарья Булгакова,Прогулки по неизвестной Москве,текст,389.0,4.0,https://www.litres.ru/book/darya-bulgakova/progulki-po-neizvestnoy-moskve-67606709/
Борис Конофальский,"Линкор «Альбион». Часть 2. Правь, Британия",аудиокнига,249.0,2.0,https://www.litres.ru/audiobook/boris-konofalskiy/linkor-albion-chast-2-prav-britaniya-69868024/
Агата Лав,Случайный брак с боссом,аудиокнига,279.0,5.0,https://www.litres.ru/audiobook/agata-lav/sluchaynyy-brak-s-bossom-68030335/
Джастин Вир,"Автор как герой: личность и литературная традиция у Булгакова, Пастернака и Набокова",текст,399.0,0.0,https://www.litres.ru/book/dzhastin-vir/avtor-kak-geroy-lichnost-i-literaturnaya-tradiciya-u-bulgakov-68911587/
Анна Сергеевна Одувалова,Низвергающий в бездну,аудиокнига,279.0,3.0,https://www.litres.ru/audiobook/anna-oduvalova/nizvergauschiy-v-bezdnu-69338431/
Сильвия Лайм,Баллада о королеве драконов. Часть 1. Дым,аудиокнига,279.0,4.0,https://www.litres.ru/audiobook/silviya-laym/ballada-o-koroleve-drakonov-chast-1-dym-67940180/
Рина Ских,Дареному дракону в зубы не смотрят,аудиокнига,229.0,3.0,https://www.litres.ru/audiobook/rina-skih/darenomu-drakonu-v-zuby-ne-smotryat-68346557/
Слава Доронина,Девочка из прошлого,аудиокнига,279.0,3.0,https://www.litres.ru/audiobook/slava-doronina/devochka-iz-proshlogo-68865807/
Сергей Николаевич Морозов; Олег Игоревич Попов,Плавание 2-е изд. Учебник для академического бакалавриата,текст,,1.0,https://www.litres.ru/book/vladimir-zaharovich/plavanie-2-e-izd-uchebnik-dlya-akademicheskogo-bakala-37390867/
Фридрих Краузе,Письма с Первой мировой (1914–1917),текст,400.0,5.0,https://www.litres.ru/book/fridrih-krauze/pisma-s-pervoy-mirovoy-1914-1917-41646811/
Рина Ских,Дареному дракону в зубы не смотрят – 2,аудиокнига,229.0,9.0,https://www.litres.ru/audiobook/rina-skih/darenomu-drakonu-v-zuby-ne-smotryat-2-68346679/
Слава Доронина,Цена согласия,аудиокнига,279.0,6.0,https://www.litres.ru/audiobook/slava-doronina/cena-soglasiya-69074605/
Лана Александровна Ременцова,Паук Эванбайринг,аудиокнига,229.0,20.0,https://www.litres.ru/audiobook/lana-aleksandrovna-remencova/pauk-evanbayring-69803677/
Светлана Викторовна Булгакова,Управленческий учет. (Бакалавриат). Учебник.,текст,799.0,0.0,https://www.litres.ru/book/svetlana-bulgakova-5991185/upravlencheskiy-uchet-bakalavriat-uchebnik-68627137/
Татьяна Сергеевна Морозова; Сергей Николаевич Морозов,"Адаптивная и лечебная физическая культура. Плавание 3-е изд., пер. и доп. Учебное пособие для академического бакалавриата",текст,,0.0,https://www.litres.ru/book/nina-zhanovna-bulgak/adaptivnaya-i-lechebnaya-fizicheskaya-kultura-plavani-37390635/
Дарья Булгакова,Прогулки по неизвестной Москве,аудиокнига,549.0,1.0,https://www.litres.ru/audiobook/darya-bulgakova/progulki-po-neizvestnoy-moskve-67755452/
Слава Доронина,Скандальная связь,аудиокнига,279.0,2.0,https://www.litres.ru/audiobook/slava-doronina/skandalnaya-svyaz-68967504/
Татьяна Андрианова,Попаданка на бис. Том 1,аудиокнига,249.0,2.0,https://www.litres.ru/audiobook/tatyana-andrianova/popadanka-na-bis-tom-1-68540622/
Антон Леонтьев,Ярость херувимов,текст,389.0,5.0,https://www.litres.ru/book/anton-leontev/yarost-heruvimov-67165066/
,Феминистки не носят розовое (и другие мифы),текст,399.0,3.9,https://www.litres.ru/book/skarlett-kertis/feministki-ne-nosyat-rozovoe-i-drugie-mify-41977294/
Анастасия Волжская; Валерия Яблонцева,Тайны Иллирии. Брак с летальным исходом,аудиокнига,199.0,7.0,https://www.litres.ru/audiobook/anastasiya-volzhskaya/tayny-illirii-brak-s-letalnym-ishodom-67177169/
Н. Ж. Булгакова,Игры на воде для обучения и развлечения,текст,399.0,1.0,https://www.litres.ru/book/n-zh-bulgakova/igry-na-vode-dlya-obucheniya-i-razvlecheniya-22960609/
Слава Доронина,Ее тайна,аудиокнига,279.0,2.0,https://www.litres.ru/audiobook/slava-doronina/ee-tayna-68832516/
Терин Рем,Призванная быть любимой,аудиокнига,249.0,2.0,https://www.litres.ru/audiobook/terin-rem/prizvannaya-byt-lubimoy-69029089/
Татьяна Андрианова,Попаданка на бис. Том 2,аудиокнига,249.0,0.0,https://www.litres.ru/audiobook/tatyana-andrianova/popadanka-na-bis-tom-2-68540714/
Ольга Викторовна Дашкова,Собственность Саида,аудиокнига,299.0,6.0,https://www.litres.ru/audiobook/olga-viktorovna-dashkova/sobstvennost-saida-69123835/
Агата Лав,Босс со скидкой,аудиокнига,229.0,5.0,https://www.litres.ru/audiobook/agata-lav/boss-so-skidkoy-69371509/
Галина Герасимова,Ведьмин фонарь,аудиокнига,249.0,10.0,https://www.litres.ru/audiobook/galina-gerasimova/vedmin-fonar-66866198/
Анастасия Волжская; Валерия Яблонцева,Тайны Иллирии. Брак с правом на счастье,аудиокнига,249.0,6.0,https://www.litres.ru/audiobook/anastasiya-volzhskaya/tayny-illirii-brak-s-pravom-na-schaste-67243973/
Алайна Салах,Твои,аудиокнига,249.0,9.0,https://www.litres.ru/audiobook/alayna-salah/tvoi-67813740/
Валентина Кляйн,Избавление от страхов методом «Дойти до дна». Таблетка от инфаркта. Часть 2,аудиокнига,399.0,0.0,https://www.litres.ru/audiobook/valentina-klyayn/izbavlenie-ot-strahov-metodom-doyti-do-dna-tabletka-ot-in-69576739/
Елена Сотникова,Обещаю тебя забыть,аудиокнига,200.0,1.0,https://www.litres.ru/audiobook/elena-sotnikova-32006669/obeschau-tebya-zabyt-69569467/
Анастасия Волжская; Валерия Яблонцева,Тайны Иллирии. Паук в янтаре,аудиокнига,199.0,11.0,https://www.litres.ru/audiobook/anastasiya-volzhskaya/tayny-illirii-pauk-v-yantare-67120311/
,Математика 6 класс. Всероссийские проверочные работы,текст,181.0,0.0,https://www.litres.ru/book/ludmila-zayceva-32190/matematika-6-klass-vserossiyskie-proverochnye-raboty-67991051/
,Уравнения математической физики. Теория и практика,текст,340.0,1.0,https://www.litres.ru/book/v-g-abdrahmanov/uravneniya-matematicheskoy-fiziki-teoriya-i-praktika-8382572/
,Математика 4 класс. Всероссийские проверочные работы,текст,162.0,0.0,https://www.litres.ru/book/ludmila-zayceva-32190/matematika-4-klass-vserossiyskie-proverochnye-raboty-67991045/
Яна Ясная,Муж мой – враг мой,аудиокнига,249.0,6.0,https://www.litres.ru/audiobook/yana-yasnaya/muzh-moy-vrag-moy-67645703/
Оптинские преподобные старцы,Источник светлой радости,текст,249.0,0.0,https://www.litres.ru/book/starcy-optinskie-prepodobnye/istochnik-svetloy-radosti-48791763/
Алла Арлетт Антонюк,"Маргарита в Зазеркалье, или «Синдром Алисы». «Мастер и Маргарита» Булгакова М. в контексте дилогий Л. Кэрролла и комедий В. Шекспира",текст,488.0,0.0,https://www.litres.ru/book/alla-arlett-antonuk/margarita-v-zazerkale-ili-sindrom-alisy-master-i-marga-68766126/
Терин Рем,Раскрыть крылья. Призванная быть любимой-3,аудиокнига,229.0,1.0,https://www.litres.ru/audiobook/terin-rem/raskryt-krylya-prizvannaya-byt-lubimoy-3-69185158/
Яна Ясная,Хроники ордена Церберов,аудиокнига,249.0,7.0,https://www.litres.ru/audiobook/yana-yasnaya/hroniki-ordena-cerberov-67743843/
,Дивное Дивеево,текст,259.0,1.0,https://www.litres.ru/book/irina-bulgakova-8343376/divnoe-diveevo-50587877/
Маргарита Булгакова,Бегущая по граблям,текст,196.0,3.0,https://www.litres.ru/book/margarita-bulgakova-21163915/beguschaya-po-grablyam-48811363/
Ирина Булгакова,Ловушка для диггера,текст,129.0,4.5,https://www.litres.ru/book/irina-bulgakova-29207686/lovushka-dlya-diggera-65059391/
преподобный Серафим Саровский,Бесценное сокровище,текст,179.0,4.0,https://www.litres.ru/book/serafim-sarovskiy/bescennoe-sokrovische-48542846/
Май Тэлнц,Видеокассеты,текст,249.0,0.0,https://www.litres.ru/book/may-telnc/videokassety-68278820/
