Author,Name,Format,Price,Rating,Url
Михаил Булгаков,Тьма египетская,текст,,4.5,https://www.litres.ru/book/mihail-bulgakov/tma-egipetskaya-129096/
Михаил Булгаков,Ханский огонь,аудиокнига,149.0,1.0,https://www.litres.ru/audiobook/mihail-bulgakov/hanskiy-ogon-4895757/
Михаил Булгаков,Полотенце с петухом. Рассказ,аудиокнига,,1.1,https://www.litres.ru/audiobook/mihail-bulgakov/polotence-s-petuhom-rasskaz-6595194/
Михаил Булгаков,Записки юного врача,текст,,4.6,https://www.litres.ru/book/mihail-bulgakov/zapiski-unogo-vracha-166193/
Михаил Булгаков,Рассказы,аудиокнига,129.0,0.0,https://www.litres.ru/audiobook/mihail-bulgakov/rasskazy-439525/
Михаил Булгаков,Крещение поворотом,аудиокнига,99.0,1.0,https://www.litres.ru/audiobook/mihail-bulgakov/kreschenie-povorotom-68453129/
Михаил Булгаков,Звёздная сыпь,аудиокнига,59.0,1.0,https://www.litres.ru/audiobook/mihail-bulgakov/zvezdnaya-syp-68475527/
Михаил Булгаков,Крещение поворотом,аудиокнига,59.0,0.0,https://www.litres.ru/audiobook/mihail-bulgakov/kreschenie-povorotom-69906823/
Михаил Булгаков,Мертвые души,текст,,4.4,https://www.litres.ru/book/mihail-bulgakov/mertvye-dushi-638025/
Михаил Булгаков,Багровый остров,текст,,4.8,https://www.litres.ru/book/mihail-bulgakov/bagrovyy-ostrov-616875/
Михаил Булгаков,Похождения Чичикова,текст,,4.8,https://www.litres.ru/book/mihail-bulgakov/pohozhdeniya-chichikova-616845/
Михаил Булгаков,Пропавший глаз,аудиокнига,59.0,0.0,https://www.litres.ru/audiobook/mihail-bulgakov/propavshiy-glaz-69842266/
Михаил Булгаков,Тьма египетская,аудиокнига,59.0,0.0,https://www.litres.ru/audiobook/mihail-bulgakov/tma-egipetskaya-69865642/
Михаил Булгаков,Морфий,аудиокнига,99.0,6.0,https://www.litres.ru/audiobook/mihail-bulgakov/morfiy-67273821/
Илья Булгаков,Дамы. Пьесы для театра в моей голове,текст,100.0,1.0,https://www.litres.ru/book/ilya-bulgakov/damy-pesy-dlya-teatra-v-moey-golove-17070755/
Леонид Гарин,Михаил Булгаков. Тайная жизнь Мастера,текст,,3.5,https://www.litres.ru/book/leonid-garin/mihail-bulgakov-taynaya-zhizn-mastera-9547254/
Михаил Булгаков,Похождения Чичикова,аудиокнига,99.0,0.0,https://www.litres.ru/audiobook/mihail-bulgakov/pohozhdeniya-chichikova-4953085/
Вера Калмыкова,Михаил Булгаков,аудиокнига,99.0,1.0,https://www.litres.ru/audiobook/vera-kalmykova/mihail-bulgakov-24916030/
Михаил Булгаков,Крещение поворотом,аудиокнига,99.0,0.0,https://www.litres.ru/audiobook/mihail-bulgakov/kreschenie-povorotom-69759301/
Сергей Булгаков,"Икона, ее содержание и границы",аудиокнига,89.0,0.0,https://www.litres.ru/audiobook/sergey-bulgakov/ikona-ee-soderzhanie-i-granicy-25097260/
Сергей Булгаков,Карл Маркс как религиозный тип,аудиокнига,89.0,1.0,https://www.litres.ru/audiobook/sergey-bulgakov/karl-marks-kak-religioznyy-tip-25201323/
Сергей Булгаков,Героизм и подвижничество,аудиокнига,99.0,1.0,https://www.litres.ru/audiobook/sergey-bulgakov/geroizm-i-podvizhnichestvo-29797165/
Михаил Булгаков,Кабала святош,аудиокнига,89.0,0.0,https://www.litres.ru/audiobook/mihail-bulgakov/kabala-svyatosh-64919506/
Сергей Булгаков,Русская трагедия (о «Бесах» Достоевского),аудиокнига,89.0,0.0,https://www.litres.ru/audiobook/sergey-bulgakov/russkaya-tragediya-o-besah-dostoevskogo-67090773/
Михаил Булгаков,Пропавший глаз,текст,,4.5,https://www.litres.ru/book/mihail-bulgakov/propavshiy-glaz-129099/
Михаил Булгаков,Дни Турбиных,текст,,4.3,https://www.litres.ru/book/mihail-bulgakov/dni-turbinyh-173508/
Михаил Булгаков,Зойкина квартира,текст,,4.1,https://www.litres.ru/book/mihail-bulgakov/zoykina-kvartira-29186342/
Михаил Булгаков,Полотенце с петухом,текст,,4.6,https://www.litres.ru/book/mihail-bulgakov/polotence-s-petuhom-129040/
Михаил Булгаков,Стальное горло,аудиокнига,99.0,1.0,https://www.litres.ru/audiobook/mihail-bulgakov/stalnoe-gorlo-68192563/
Михаил Булгаков,Полотенце с петухом,аудиокнига,99.0,1.0,https://www.litres.ru/audiobook/mihail-bulgakov/polotence-s-petuhom-68358890/
Михаил Булгаков,Пропавший глаз,аудиокнига,99.0,1.0,https://www.litres.ru/audiobook/mihail-bulgakov/propavshiy-glaz-68807094/
Михаил Булгаков,Звёздная сыпь,аудиокнига,59.0,0.0,https://www.litres.ru/audiobook/mihail-bulgakov/zvezdnaya-syp-70022116/
Михаил Булгаков,Морфий (сборник),текст,,4.6,https://www.litres.ru/book/mihail-bulgakov/morfiy-18007232/
Михаил Булгаков,Роковые яйца,текст,,4.6,https://www.litres.ru/book/mihail-bulgakov/rokovye-yayca-135332/
Михаил Булгаков,Звёздная сыпь,текст,,4.4,https://www.litres.ru/book/mihail-bulgakov/zvezdnaya-syp-129094/
Михаил Булгаков,Крещение поворотом,текст,,4.5,https://www.litres.ru/book/mihail-bulgakov/kreschenie-povorotom-129081/
Михаил Булгаков,Вьюга,текст,,4.4,https://www.litres.ru/book/mihail-bulgakov/vuga-129082/
Елена Арсеньева,Банга-Любанга (Любовь Белозерская – Михаил Булгаков),текст,,4.0,https://www.litres.ru/book/elena-arseneva/banga-lubanga-lubov-belozerskaya-mihail-bulgakov-138436/
Михаил Булгаков,Стальное горло,текст,,4.6,https://www.litres.ru/book/mihail-bulgakov/stalnoe-gorlo-129051/
Михаил Булгаков,Приключения покойника,текст,,4.8,https://www.litres.ru/book/mihail-bulgakov/priklucheniya-pokoynika-616865/
Михаил Булгаков,Дьяволиада. Роковые яйца,текст,,4.2,https://www.litres.ru/book/mihail-bulgakov/dyavoliada-rokovye-yayca-48749101/
Михаил Булгаков; Елена Сергеевна Булгакова,"«Рагно, воды!»",аудиокнига,,3.0,https://www.litres.ru/audiobook/mihail-bulgakov/ragno-vody-69230545/
Михаил Булгаков,Дьяволиада,текст,,4.8,https://www.litres.ru/book/mihail-bulgakov/dyavoliada-616835/
Михаил Булгаков; Леонид Мартынов,Дальше ехать некуда – это Москва,аудиокнига,,9.0,https://www.litres.ru/audiobook/mihail-bulgakov/dalshe-ehat-nekuda-eto-moskva-67645623/
Михаил Булгаков,Кабала святош,текст,,4.4,https://www.litres.ru/book/mihail-bulgakov/kabala-svyatosh-173511/
Михаил Булгаков,Ханский огонь,текст,,4.8,https://www.litres.ru/book/mihail-bulgakov/hanskiy-ogon-616815/
Михаил Булгаков,О страстях и пороках (сборник),текст,,4.4,https://www.litres.ru/book/mihail-bulgakov/o-strastyah-i-porokah-594015/
Сергей Булгаков,Свет невечерний. Созерцания и умозрения,текст,,4.4,https://www.litres.ru/book/sergey-bulgakov/svet-nevecherniy-sozercaniya-i-umozreniya-18559797/
Настя Ващенко,Письма. По роману М.Булгакова «Мастер и Маргарита» и мюзиклу от Makers Lab,текст,249.0,0.0,https://www.litres.ru/book/nastya-vaschenko/pisma-po-romanu-m-bulgakova-master-i-margarita-i-muziklu-68964459/
Сергей Булгаков,Русская трагедия (о «Бесах» Достоевского),текст,,4.7,https://www.litres.ru/book/sergey-bulgakov/russkaya-tragediya-o-besah-dostoevskogo-18572215/
Михаил Булгаков,Площадь на колесах,текст,,4.8,https://www.litres.ru/book/mihail-bulgakov/ploschad-na-kolesah-616855/
Борис Соколов,Тайны Булгакова. Расшифрованная «Белая гвардия»,текст,499.0,4.1,https://www.litres.ru/book/boris-vadimovich-sokolov/tayny-bulgakova-rasshifrovannaya-belaya-gvardiya-632955/
Михаил Булгаков,Приключения покойника,аудиокнига,59.0,1.0,https://www.litres.ru/audiobook/mihail-bulgakov/priklucheniya-pokoynika-67744802/
Михаил Булгаков,Путевые заметки,аудиокнига,249.0,0.0,https://www.litres.ru/audiobook/mihail-bulgakov/putevye-zametki-68416151/
Михаил Булгаков,Master və Marqarita,аудиокнига,399.0,0.0,https://www.litres.ru/audiobook/mihail-bulgakov/master-v-marqarita-68863158/
Михаил Булгаков,Уста ва Маргарита,текст,,0.0,https://www.litres.ru/book/mihail-bulgakov/usta-va-margarita-68880393/
Татьяна Мужицкая; Михаил Лабковский,"Зоопарк в твоей голове. 25 психологических синдромов, которые мешают нам жить",текст,389.0,4.1,https://www.litres.ru/book/mihail-labkovskiy/zoopark-v-tvoey-golove-25-psihologicheskih-sindromov-kot-69318451/
Татьяна Мужицкая; Михаил Лабковский,"Зоопарк в твоей голове. 25 психологических синдромов, которые мешают нам жить",аудиокнига,569.0,40.0,https://www.litres.ru/audiobook/mihail-labkovskiy/zoopark-v-tvoey-golove-25-psihologicheskih-sindromov-kot-69340678/
Федор Булгаков,В. В. Верещагин и его произведения,текст,,0.0,https://www.litres.ru/book/fedor-bulgakov/v-v-vereschagin-i-ego-proizvedeniya-18800066/
Алла Эдуардовна Андреева,"Москва в романе Михаила Булгакова «Мастер и Маргарита», или Загадки великого мастера",текст,,5.0,https://www.litres.ru/book/alla-andreeva-268276/moskva-v-romane-mihaila-bulgakova-master-i-margarita-63179426/
Сергей Булгаков,Христианство и социализм,текст,,2.0,https://www.litres.ru/book/sergey-bulgakov/hristianstvo-i-socializm-550255/
Сергей Булгаков,Чехов как мыслитель,текст,,0.0,https://www.litres.ru/book/sergey-bulgakov/chehov-kak-myslitel-18572201/
Сергей Минаев,"ГЕРОИ 20-х: Булгаков, Брик, Маяковский, Есенин / ДОЛЕЦКАЯ / МИНАЕВ",,,0.0,https://www.litres.ru/podcast/sergey-minaev/geroi-20-h-bulgakov-brik-mayakovskiy-esenin-doleckaya-minaev-70116231/
С.В. Булгаков,Настольная книга для священно-церковно-служителей.,текст,,0.0,https://www.litres.ru/book/sergey-vasilevich-bu/nastolnaya-kniga-dlya-svyaschenno-cerkovno-sluzhitele-443865/
Федор Булгаков,Художественная энциклопедия. Том 1,текст,,0.0,https://www.litres.ru/book/fedor-bulgakov/hudozhestvennaya-enciklopediya-tom-1-448795/
Сергей Булгаков,1. Интеллигенция и религия. (О противоречивости современного безрелигиозного мировоззрения). 2. Воскресение Христа и современное сознание,текст,,0.0,https://www.litres.ru/book/sergey-bulgakov/1-intelligenciya-i-religiya-o-protivorechivosti-sovremenno-550215/
Сергей Булгаков,"Икона, ее содержание и границы",текст,,5.0,https://www.litres.ru/book/sergey-bulgakov/ikona-ee-soderzhanie-i-granicy-2573265/
Сергей Булгаков,Карл Маркс как религиозный тип,текст,,3.5,https://www.litres.ru/book/sergey-bulgakov/karl-marks-kak-religioznyy-tip-18572313/
Сергей Булгаков,Моцарт и Сальери,текст,,3.0,https://www.litres.ru/book/sergey-bulgakov/mocart-i-saleri-18572320/
Федор Булгаков,Иллюстрированная история книгопечатания и типографского искусства т.1,текст,,1.0,https://www.litres.ru/book/fedor-bulgakov/illustrirovannaya-istoriya-knigopechataniya-i-tipografskogo-455245/
Валентин Булгаков,Христианская этика. Систематические очерки мировоззрения Л.Н.Толстого,текст,,0.0,https://www.litres.ru/book/vaalentin-bulgakov/hristianskaya-etika-sistematicheskie-ocherki-mirovozzre-506375/
Федор Булгаков,"Граф Л.Н.Толстой и критика его произведений, русская и иностранная",текст,,0.0,https://www.litres.ru/book/fedor-bulgakov/graf-l-n-tolstoy-i-kritika-ego-proizvedeniy-russkaya-i-inos-529225/
Сергей Булгаков,Философия хозяйства. Ч. 1,текст,,1.0,https://www.litres.ru/book/sergey-bulgakov/filosofiya-hozyaystva-ch-1-558465/
О. В. Таглина,Михаил Булгаков,текст,75.0,0.0,https://www.litres.ru/book/olga-taglina/mihail-bulgakov-4441905/
Сборник статей,Русское богословие в европейском контексте. С. Н. Булгаков и западная религиозно-философская мысль,текст,199.0,0.0,https://www.litres.ru/book/raznoe-65383/russkoe-bogoslovie-v-evropeyskom-kontekste-s-n-bulgakov-i-zap-9180830/
,Михаил Булгаков,текст,89.0,3.9,https://www.litres.ru/book/vera-kalmykova/mihail-bulgakov-10406352/
Леонид Гарин,Михаил Булгаков. Тайная жизнь Мастера,аудиокнига,279.0,1.0,https://www.litres.ru/audiobook/leonid-garin/mihail-bulgakov-taynaya-zhizn-mastera-17040466/
Валентин Булгаков,В споре с Толстым. На весах жизни,текст,299.0,4.0,https://www.litres.ru/book/vaalentin-bulgakov/v-spore-s-tolstym-na-vesah-zhizni-17181834/
Сергей Булгаков,Героизм и подвижничество,текст,,3.5,https://www.litres.ru/book/sergey-bulgakov/geroizm-i-podvizhnichestvo-18559083/
Сергей Булгаков,Сион,текст,,0.0,https://www.litres.ru/book/sergey-bulgakov/sion-18559104/
Сергей Булгаков,Л. Н. Толстой,текст,,0.0,https://www.litres.ru/book/sergey-bulgakov/l-n-tolstoy-18576170/
Сергей Булгаков,Человекобог и человекозверь,текст,,0.0,https://www.litres.ru/book/sergey-bulgakov/chelovekobog-i-chelovekozver-18576352/
Сергей Булгаков,Победитель – Побежденный,текст,,0.0,https://www.litres.ru/book/sergey-bulgakov/pobeditel-pobezhdennyy-18598625/
Сергей Булгаков,О Владимире Соловьеве,текст,,3.0,https://www.litres.ru/book/sergey-bulgakov/o-vladimire-soloveve-18602349/
Федор Булгаков,Общественное брожение и русская школа,текст,,0.0,https://www.litres.ru/book/fedor-bulgakov/obschestvennoe-brozhenie-i-russkaya-shkola-18603777/
Федор Булгаков,Томас Карлейль,текст,,0.0,https://www.litres.ru/book/fedor-bulgakov/tomas-karleyl-18604092/
Федор Булгаков,Дело о подкупе министра Луи-Филиппа,текст,,0.0,https://www.litres.ru/book/fedor-bulgakov/delo-o-podkupe-ministra-lui-filippa-18604869/
Федор Булгаков,Увековеченная девушка из Вандеи и генерал Марсо,текст,,0.0,https://www.litres.ru/book/fedor-bulgakov/uvekovechennaya-devushka-iz-vandei-i-general-marso-18605065/
Федор Булгаков,Французская книга об Екатерине II,текст,,0.0,https://www.litres.ru/book/fedor-bulgakov/francuzskaya-kniga-ob-ekaterine-ii-18605674/
Федор Булгаков,Из общественной и литературной жизни Запада,текст,,0.0,https://www.litres.ru/book/fedor-bulgakov/iz-obschestvennoy-i-literaturnoy-zhizni-zapada-18633702/
Федор Булгаков,Процесс маленького человечка с большими последствиями,текст,,0.0,https://www.litres.ru/book/fedor-bulgakov/process-malenkogo-chelovechka-s-bolshimi-posledstviyami-18793753/
Федор Булгаков,Салон г-жи Рекамье,текст,,5.0,https://www.litres.ru/book/fedor-bulgakov/salon-g-zhi-rekame-18793998/
Федор Булгаков,В. Теккерей,текст,,5.0,https://www.litres.ru/book/fedor-bulgakov/v-tekkerey-18794881/
Эдуард Филатьев,Тайна булгаковского «Мастера…»,текст,349.0,2.0,https://www.litres.ru/book/eduard-filatev/tayna-bulgakovskogo-mastera-19296068/
Сергей Булгаков,Философия хозяйства,текст,849.0,0.0,https://www.litres.ru/book/sergey-bulgakov/filosofiya-hozyaystva-21163543/
Федор Булгаков,Французская книга об Екатерине II,аудиокнига,99.0,0.0,https://www.litres.ru/audiobook/fedor-bulgakov/francuzskaya-kniga-ob-ekaterine-ii-22098814/
Федор Булгаков,Французская книга об Екатерине II,аудиокнига,99.0,0.0,https://www.litres.ru/audiobook/fedor-bulgakov/francuzskaya-kniga-ob-ekaterine-ii-22609842/
Федор Булгаков,Второй брак Наполеона I,аудиокнига,89.0,0.0,https://www.litres.ru/audiobook/fedor-bulgakov/vtoroy-brak-napoleona-i-22975498/
Федор Булгаков,Второй брак Наполеона I,аудиокнига,89.0,0.0,https://www.litres.ru/audiobook/fedor-bulgakov/vtoroy-brak-napoleona-i-23129515/
Коллектив авторов; Ю. Я. Кувшинов,Теория здания. Том 1. Здание – оболочка,текст,399.0,1.0,https://www.litres.ru/book/raznoe-4340152/teoriya-zdaniya-tom-1-zdanie-obolochka-23567562/
Федор Булгаков,Французская книга об Екатерине II,аудиокнига,26.0,0.0,https://www.litres.ru/audiobook/fedor-bulgakov/francuzskaya-kniga-ob-ekaterine-ii-23733837/
Михаил Булгаков,О страстях и пороках (сборник),аудиокнига,159.0,0.0,https://www.litres.ru/audiobook/mihail-bulgakov/o-strastyah-i-porokah-23792389/
Федор Булгаков,Финансовая оргия XVIII века,аудиокнига,89.0,0.0,https://www.litres.ru/audiobook/fedor-bulgakov/finansovaya-orgiya-xviii-veka-24121662/
Сергей Булгаков,Моцарт и Сальери,аудиокнига,26.0,0.0,https://www.litres.ru/audiobook/sergey-bulgakov/mocart-i-saleri-24121702/
Юрий Кривоносов,Михаил Булгаков. Фотолетопись жизни и творчества,текст,279.0,2.0,https://www.litres.ru/book/uriy-krivonosov/mihail-bulgakov-fotoletopis-zhizni-i-tvorchestva-24129957/
Федор Булгаков,Мать Наполеона I,аудиокнига,89.0,1.0,https://www.litres.ru/audiobook/fedor-bulgakov/mat-napoleona-i-24312200/
Сергей Булгаков,Простота и опрощение,аудиокнига,89.0,0.0,https://www.litres.ru/audiobook/sergey-bulgakov/prostota-i-oproschenie-24610729/
Сергей Булгаков; Алексей Артамонов,Смерть Земли,текст,120.0,1.0,https://www.litres.ru/book/sergey-bulgakov/smert-zemli-25199951/
Сергей Булгаков,Природа в философии Вл. Соловьева,аудиокнига,89.0,0.0,https://www.litres.ru/audiobook/sergey-bulgakov/priroda-v-filosofii-vl-soloveva-25385099/
Федор Булгаков,Всемогущество денег в древнем Риме,аудиокнига,89.0,0.0,https://www.litres.ru/audiobook/fedor-bulgakov/vsemoguschestvo-deneg-v-drevnem-rime-25565191/
Илья Булгаков,Ловер,текст,,0.0,https://www.litres.ru/book/ilya-bulgakov/lover-26549347/
Федор Булгаков,Последние дни Людовика XVI,аудиокнига,89.0,0.0,https://www.litres.ru/audiobook/fedor-bulgakov/poslednie-dni-ludovika-xvi-26719980/
Сергей Булгаков,Два града: исследования о природе общественных идеалов,текст,,0.0,https://www.litres.ru/book/sergey-bulgakov/dva-grada-issledovaniya-o-prirode-obschestvennyh-idealov-27625259/
Михаил Булгаков,О страстях и пороках (сборник),аудиокнига,159.0,0.0,https://www.litres.ru/audiobook/mihail-bulgakov/o-strastyah-i-porokah-28057880/
Федор Булгаков,Мать Наполеона I,аудиокнига,89.0,0.0,https://www.litres.ru/audiobook/fedor-bulgakov/mat-napoleona-i-28508981/
Алексей Петрович Бородкин,Персиковый сад,текст,,0.0,https://www.litres.ru/book/aleksey-petrovich-borodkin/persikovyy-sad-28715717/
Федор Булгаков,Из истории взяточничества в Великобритании,аудиокнига,89.0,0.0,https://www.litres.ru/audiobook/fedor-bulgakov/iz-istorii-vzyatochnichestva-v-velikobritanii-29826078/
Михаил Булгаков,Площадь на колесах,аудиокнига,159.0,1.0,https://www.litres.ru/audiobook/mihail-bulgakov/ploschad-na-kolesah-30811293/
Федор Булгаков,Из переписки Марии-Каролины и леди Гамильтон,аудиокнига,89.0,0.0,https://www.litres.ru/audiobook/fedor-bulgakov/iz-perepiski-marii-karoliny-i-ledi-gamilton-33387486/
Сергей Булгаков,"Икона, ее содержание и границы",аудиокнига,89.0,0.0,https://www.litres.ru/audiobook/sergey-bulgakov/ikona-ee-soderzhanie-i-granicy-33813248/
Федор Булгаков,В. Теккерей,аудиокнига,89.0,0.0,https://www.litres.ru/audiobook/fedor-bulgakov/v-tekkerey-34109048/
Михаил Булгаков; Антон Чехов,Литература. Хрестоматия. Русская классическая драма (10-11 классы). Учебное пособие для СПО,текст,,0.0,https://www.litres.ru/book/mihail-bulgakov/literatura-hrestomatiya-russkaya-klassicheskaya-drama-35014192/
Валерий Александров,Кот Бегемот и другие,текст,490.0,0.0,https://www.litres.ru/book/valeriy-aleksandrov-15777473/kot-begemot-i-drugie-35249473/
Сергей Булгаков,Простота и опрощение,аудиокнига,89.0,0.0,https://www.litres.ru/audiobook/sergey-bulgakov/prostota-i-oproschenie-36320215/
Александр Романов,Шагавший по лезвию. Михаил Булгаков,текст,149.0,0.0,https://www.litres.ru/book/aleksandr-romanov-11569365/shagavshiy-po-lezviu-mihail-bulgakov-36360510/
Михаил Булгаков,Кабала святош,аудиокнига,99.0,2.0,https://www.litres.ru/audiobook/mihail-bulgakov/kabala-svyatosh-38975033/
Олег Лекманов,М. Булгаков. «Белая гвардия»,аудиокнига,99.0,1.0,https://www.litres.ru/audiobook/oleg-lekmanov/m-bulgakov-belaya-gvardiya-39283697/
Сергей Булгаков,На пиру богов,текст,299.0,5.0,https://www.litres.ru/book/sergey-bulgakov/na-piru-bogov-39853471/
Михаил Булгаков,О страстях и пороках (сборник),аудиокнига,159.0,1.0,https://www.litres.ru/audiobook/mihail-bulgakov/o-strastyah-i-porokah-40527158/
Надежда Игоревна Соколова,Заметки о романе М. Булгакова «Белая гвардия»,текст,129.0,1.0,https://www.litres.ru/book/nadezhda-sokolova-13329766/zametki-o-romane-m-bulgakova-belaya-gvardiya-42924483/
Михаил Александрович Соколовский,Страх (комедия),текст,399.0,0.0,https://www.litres.ru/book/mihail-aleksandrovich-sokolovskiy/strah-komediya-43091611/
Петр Петрович Драгунов,Раковина,текст,,0.0,https://www.litres.ru/book/petr-petrovich-dragunov/rakovina-45038557/
Алексей Булгаков,Смыслы в поисках мыслей. Стихи,текст,40.0,0.0,https://www.litres.ru/book/aleksey-bulgakov-21147107/smysly-v-poiskah-mysley-stihi-48630699/
Михаил Камалеев,Музыка в книгах. Том 1: Булгаков | Пелевин,текст,60.0,1.0,https://www.litres.ru/book/mihail-a-kamaleev/muzyka-v-knigah-tom-1-bulgakov-pelevin-50283219/
Михаил Булгаков,Мастер и Маргарита / Master i Margarita / Der Meister und Margarita,текст,,0.0,https://www.litres.ru/book/mihail-bulgakov/master-i-margarita-master-i-margarita-der-meister-und-marg-50778839/
Михаил Булгаков,The Embroidered Towel,текст,,0.0,https://www.litres.ru/book/mihail-bulgakov/the-embroidered-towel-50810683/
Михаил Булгаков,Obras ─ Colección  de Mijaíl Bulgákov,текст,,0.0,https://www.litres.ru/book/mihail-bulgakov/obras-coleccion-de-mijail-bulgakov-50887343/
Алексей Николаевич Жеребцов; Андрей Николаевич Булгаков,Административное расследование правонарушений в области дорожного движения. Учебное пособие для вузов,текст,369.0,0.0,https://www.litres.ru/book/aleksey-nikolaevich/administrativnoe-rassledovanie-pravonarusheniy-v-obla-51383668/
Михаил Булгаков,Ханский огонь,аудиокнига,253.0,1.0,https://www.litres.ru/audiobook/mihail-bulgakov/hanskiy-ogon-51672907/
Ф. И. Булгаков,Порт-Артур: Том 2,текст,,0.0,https://www.litres.ru/book/f-i-bulgakov/port-artur-tom-2-51787818/
Михаил Булгаков,Площадь на колесах,аудиокнига,99.0,0.0,https://www.litres.ru/audiobook/mihail-bulgakov/ploschad-na-kolesah-57291986/
Д Булгаков,Общие соображения о разумности землян,текст,109.0,1.0,https://www.litres.ru/book/d-bulgakov/obschie-soobrazheniya-o-razumnosti-zemlyan-57334060/
Владимир Александрович Елин,Поэма Морфий,текст,399.0,0.0,https://www.litres.ru/book/vladimir-aleksandrovich-elin/poema-morfiy-57334783/
Михаил Булгаков,The Embroidered Towel,аудиокнига,49.0,0.0,https://www.litres.ru/audiobook/mihail-bulgakov/the-embroidered-towel-57389418/
Сергей Булгаков,Русская трагедия (о «Бесах» Достоевского),аудиокнига,89.0,0.0,https://www.litres.ru/audiobook/sergey-bulgakov/russkaya-tragediya-o-besah-dostoevskogo-57484578/
Михаил Булгаков,Кабала святош,аудиокнига,89.0,0.0,https://www.litres.ru/audiobook/mihail-bulgakov/kabala-svyatosh-57492201/
Михаил Булгаков,Приключения покойника,аудиокнига,26.0,1.0,https://www.litres.ru/audiobook/mihail-bulgakov/priklucheniya-pokoynika-59157677/
Михаил Булгаков,Площадь на колесах,аудиокнига,26.0,0.0,https://www.litres.ru/audiobook/mihail-bulgakov/ploschad-na-kolesah-60224042/
Михаил Булгаков,Приключения покойника,аудиокнига,26.0,1.0,https://www.litres.ru/audiobook/mihail-bulgakov/priklucheniya-pokoynika-63363046/
Николай Владимирович Андреев,Иешуа Га-Ноцри. Кто он. Христос или....,текст,,0.0,https://www.litres.ru/book/nikolay-andreev-27066796/ieshua-ga-nocri-kto-on-hristos-ili-63637346/
Артур Самари,Мастер и Воланд,текст,299.0,0.0,https://www.litres.ru/book/artur-samari-26798333/master-i-voland-64982562/
Пюрвя Николаевич Мендяев,"Ненаписанные книги, или Рукописи не горят",текст,149.0,0.0,https://www.litres.ru/book/purvya-mendyaev-30801292/nenapisannye-knigi-ili-rukopisi-ne-goryat-65533601/
Маргарита Митрофанова; Александр Пушной,М.А. Булгаков и массовая культура,,26.0,0.0,https://www.litres.ru/podcast/aleksandr-pushnoy/m-a-bulgakov-i-massovaya-kultura-65617252/
Игорь Урюпин,Творчество М. А. Булгакова в национально-культурном контексте эпохи,текст,399.0,0.0,https://www.litres.ru/book/i-urupin/tvorchestvo-m-a-bulgakova-v-nacionalno-kulturnom-kontekste-epohi-65928914/
С. И. Степанов,О мире видимом и невидимом в произведениях М. Булгакова,текст,350.0,0.0,https://www.litres.ru/book/s-i-stepanov-3113636/o-mire-vidimom-i-nevidimom-v-proizvedeniyah-m-bulgako-65997454/
Михаил Булгаков,Площадь на колесах,аудиокнига,26.0,0.0,https://www.litres.ru/audiobook/mihail-bulgakov/ploschad-na-kolesah-66327450/
Коллектив шоу «Стиллавин Today»,"М.А. Булгаков ""Мастер и Маргарита"": судьба писателя в тоталитарном государстве",,26.0,0.0,https://www.litres.ru/podcast/tvorcheskiy-kollekti/m-a-bulgakov-master-i-margarita-sudba-pisatelya-v-tot-66815157/
Альманах,Альманах «СовременникЪ» №5(25) 2021 г. (в честь 130-летия со дня рождения Михаила Булгакова),текст,199.0,0.0,https://www.litres.ru/book/almanah/almanah-sovremennik-5-25-2021-v-chest-130-letiya-so-dnya-rozhdeniy-67078296/
Альманах,Альманах «СовременникЪ» №6(26) 2021 г. (в честь 130-летия со дня рождения Михаила Булгакова),текст,199.0,0.0,https://www.litres.ru/book/almanah/almanah-sovremennik-6-26-2021-v-chest-130-letiya-so-dnya-rozhdeniy-67078316/
Владимир Геннадьевич Булгаков; Евгений Геннадьевич Антипов,Расследование и экспертиза пожаров. Учебное пособие для вузов,текст,,0.0,https://www.litres.ru/book/vitaliy-vladimirovic/rassledovanie-i-ekspertiza-pozharov-uchebnoe-posobie-67137221/
Мария Голубкина; Маргарита Митрофанова,Михаил Афанасьевич Булгаков,,26.0,0.0,https://www.litres.ru/podcast/mariya-golubkina/mihail-afanasevich-bulgakov-67206802/
Коллектив программы «Профилактика»,Михаил Булгаков,,26.0,1.0,https://www.litres.ru/podcast/kollektiv-programmy-profilaktika/mihail-bulgakov-67211118/
Александр Сергеевич Булгаков,Золотом на голубом,текст,164.0,1.0,https://www.litres.ru/book/aleksandr-sergeevich-bulgakov/zolotom-na-golubom-67714973/
Владимир Булгаков,Мысли о себе. Опыты,текст,990.0,0.0,https://www.litres.ru/book/vladimir-bulgakov/mysli-o-sebe-opyty-67878242/
Надежда Игоревна Соколова,Заметки о романе М. Булгакова «Белая гвардия»,аудиокнига,129.0,0.0,https://www.litres.ru/audiobook/nadezhda-sokolova-13329766/zametki-o-romane-m-bulgakova-belaya-gvardiya-67919835/
Михаил Булгаков,Master və Marqarita,текст,,0.0,https://www.litres.ru/book/mihail-bulgakov/master-v-marqarita-68020289/
Михаил Булгаков,İT ÜRƏYİ,текст,,0.0,https://www.litres.ru/book/mihail-bulgakov/it-ur-yi-68478410/
